Call_ID,Caller_ID,Receiver_ID,Duration_Seconds,Call_Type,Call_Date,Call_Time,City
4402,9280645996,9743549211,998,Local,24-01-2025,23:56:59,Bangalore
4403,9947748859,9153430353,745,STD,30-01-2025,14:17:16,Mumbai
4404,9598890515,9589246765,389,Local,14-01-2025,04:37:57,Delhi
4405,9445480339,9651891941,731,STD,17-01-2025,07:33:36,Mumbai
4406,9097750759,9921070198,100,ISD,26-01-2025,12:13:41,Mumbai
4407,9120401777,9794915584,570,ISD,30-01-2025,14:45:54,Hyderabad
4408,9998999820,9766556233,903,ISD,14-01-2025,10:33:06,Bangalore
4409,9846453781,9704196273,34,Local,21-01-2025,09:04:42,Delhi
4410,9705607888,9908543484,993,ISD,21-01-2025,13:26:55,Hyderabad
4411,9381815531,9068587319,146,STD,14-01-2025,02:48:27,Mumbai
4412,9603268938,9522951446,996,Local,30-01-2025,22:01:58,Hyderabad
4413,9634691451,9208182533,55,Local,28-01-2025,12:45:26,Mumbai
4414,9735706432,9186046018,685,ISD,31-01-2025,16:43:40,Chennai
4415,9725555874,9745275095,398,Local,09-01-2025,11:30:54,Bangalore
4416,9960409915,9339680727,241,STD,30-01-2025,11:54:02,Bangalore
4417,9755361690,9444527206,486,ISD,25-01-2025,06:28:29,Bangalore
4418,9231084975,9094452428,158,Local,12-01-2025,17:10:19,Chennai
4419,9390514194,9668872698,874,STD,09-01-2025,23:50:27,Chennai
4420,9368591405,9245839190,782,ISD,10-01-2025,18:09:22,Hyderabad
4421,9653347090,9969991236,184,ISD,28-01-2025,01:29:31,Hyderabad
4422,9855565787,9970684966,771,STD,13-01-2025,18:11:08,Hyderabad
4423,9153553893,9155079122,513,ISD,15-01-2025,02:06:00,Hyderabad
4424,9586216691,9151532001,490,STD,27-01-2025,22:12:44,Bangalore
4425,9490311010,9777878525,635,ISD,09-01-2025,01:38:23,Chennai
4426,9534812127,9164400601,910,Local,04-01-2025,15:55:26,Bangalore
4427,9639846546,9603252876,436,Local,05-01-2025,22:06:06,Mumbai
4428,9670223064,9121234602,888,STD,02-01-2025,17:32:47,Delhi
4429,9372446559,9218855478,682,STD,13-01-2025,09:59:36,Bangalore
4430,9592087963,9265319014,352,Local,27-01-2025,01:08:33,Bangalore
4431,9831564171,9746439858,572,Local,27-01-2025,10:58:56,Chennai
4432,9637340005,9285512614,922,ISD,07-01-2025,02:08:17,Delhi
4433,9630091436,9786277322,252,STD,27-01-2025,10:43:57,Bangalore
4434,9556695005,9142527794,778,STD,27-01-2025,02:09:23,Delhi
4435,9671574211,9910418049,466,STD,14-01-2025,00:51:15,Chennai
4436,9176678352,9484211177,199,ISD,19-01-2025,13:33:23,Hyderabad
4437,9172587165,9763327603,924,STD,02-01-2025,19:28:51,Bangalore
4438,9425401018,9578713642,359,Local,30-01-2025,19:19:25,Chennai
4439,9674364431,9920637107,314,ISD,01-01-2025,06:14:45,Chennai
4440,9854887400,9421209839,61,Local,15-01-2025,18:17:03,Bangalore
4441,9088438687,9414352832,824,STD,24-01-2025,13:14:40,Mumbai
4442,9779302426,9101711575,987,STD,20-01-2025,16:51:28,Bangalore
4443,9287354167,9372165341,896,STD,31-01-2025,07:40:20,Delhi
4444,9722030481,9430999091,590,STD,26-01-2025,12:08:48,Chennai
4445,9535784252,9073200712,937,Local,24-01-2025,07:54:41,Bangalore
4446,9564118274,9516216266,317,ISD,06-01-2025,07:55:15,Delhi
4447,9418748938,9098989972,224,ISD,31-01-2025,13:47:38,Delhi
4448,9504870337,9952055639,829,Local,22-01-2025,20:46:47,Bangalore
4449,9181937685,9430332511,41,STD,23-01-2025,15:41:18,Chennai
4450,9575813212,9310882306,612,ISD,17-01-2025,13:07:53,Bangalore
4451,9338424224,9135607544,112,STD,30-01-2025,13:43:50,Delhi
4452,9824656163,9899266981,804,STD,21-01-2025,21:59:00,Hyderabad
4453,9933515403,9746127031,645,Local,17-01-2025,22:43:34,Hyderabad
4454,9743156106,9009669464,120,Local,04-01-2025,19:45:16,Mumbai
4455,9726476780,9189391032,955,Local,19-01-2025,17:55:52,Bangalore
4456,9007304580,9731857408,235,Local,20-01-2025,12:47:27,Delhi
4457,9856774812,9730358466,848,STD,12-01-2025,00:42:47,Delhi
4458,9984084563,9740436473,71,STD,09-01-2025,04:08:37,Hyderabad
4459,9234380266,9510063619,624,STD,30-01-2025,14:44:34,Delhi
4460,9036603972,9244688914,389,Local,31-01-2025,03:09:35,Delhi
4461,9636735590,9543309650,636,Local,22-01-2025,16:47:29,Hyderabad
4462,9943966515,9780132349,578,ISD,28-01-2025,05:14:23,Chennai
4463,9377851854,9710627529,345,Local,01-01-2025,04:06:06,Hyderabad
4464,9565497750,9673222245,26,ISD,31-01-2025,13:13:48,Chennai
4465,9313874643,9333774577,96,ISD,13-01-2025,14:39:00,Delhi
4466,9316375755,9910773376,800,STD,16-01-2025,03:05:48,Hyderabad
4467,9201758491,9620319404,727,ISD,24-01-2025,03:25:34,Mumbai
4468,9941675991,9311251474,979,STD,18-01-2025,22:01:06,Bangalore
4469,9590588025,9443381657,112,Local,09-01-2025,04:01:34,Hyderabad
4470,9748212709,9002779210,680,Local,06-01-2025,14:58:31,Mumbai
4471,9736541612,9454230244,377,Local,30-01-2025,15:18:59,Chennai
4472,9529476754,9053756103,351,Local,14-01-2025,15:58:52,Mumbai
4473,9106944891,9176924577,352,Local,26-01-2025,19:23:02,Hyderabad
4474,9244972467,9620041091,313,Local,11-01-2025,08:02:38,Bangalore
4475,9148454820,9725873909,685,Local,12-01-2025,12:46:41,Hyderabad
4476,9211628542,9491305313,148,Local,27-01-2025,16:04:10,Chennai
4477,9120727203,9864878851,298,ISD,01-01-2025,12:51:06,Hyderabad
4478,9578664756,9712459140,772,ISD,03-01-2025,21:43:46,Bangalore
4479,9777525136,9912906672,781,STD,20-01-2025,11:39:27,Hyderabad
4480,9531963719,9113313397,117,Local,25-01-2025,18:23:45,Chennai
4481,9989131048,9426256658,748,STD,08-01-2025,05:22:04,Chennai
4482,9503384155,9482813557,338,Local,09-01-2025,12:56:16,Hyderabad
4483,9585291045,9957697418,549,ISD,18-01-2025,09:46:43,Chennai
4484,9023861002,9693021761,231,ISD,01-01-2025,13:32:30,Mumbai
4485,9143520975,9481871977,963,STD,15-01-2025,18:55:40,Delhi
4486,9379690709,9372210280,387,Local,19-01-2025,10:17:15,Hyderabad
4487,9833313364,9071238090,650,Local,24-01-2025,06:16:06,Chennai
4488,9032481537,9056471388,15,Local,14-01-2025,22:45:59,Chennai
4489,9146500439,9043794520,731,STD,16-01-2025,05:21:06,Chennai
4490,9827674400,9826877833,423,ISD,16-01-2025,03:21:22,Bangalore
4491,9562900187,9977906122,349,ISD,25-01-2025,08:26:41,Delhi
4492,9693426280,9658238042,965,ISD,16-01-2025,23:26:11,Bangalore
4493,9885632073,9712396768,909,Local,21-01-2025,19:07:06,Chennai
4494,9726665948,9403287384,444,STD,01-01-2025,05:15:11,Mumbai
4495,9706578562,9440078964,671,STD,30-01-2025,19:19:13,Bangalore
4496,9979345156,9246476212,510,Local,29-01-2025,15:55:07,Mumbai
4497,9702333065,9920067759,308,ISD,21-01-2025,07:23:07,Hyderabad
4498,9907405442,9084333822,491,STD,23-01-2025,12:29:29,Mumbai
4499,9856047096,9403631446,650,STD,27-01-2025,02:59:14,Chennai
4500,9103604751,9451034706,602,ISD,06-01-2025,03:12:29,Chennai
4501,9171343062,9842683386,307,Local,29-01-2025,22:38:22,Mumbai
4502,9905494468,9105463613,116,ISD,14-01-2025,20:47:53,Mumbai
4503,9535332398,9743626206,489,STD,04-01-2025,15:37:42,Chennai
4504,9539384726,9694507460,974,ISD,20-01-2025,09:57:00,Chennai
4505,9216795842,9135406057,328,ISD,14-01-2025,03:23:08,Hyderabad
4506,9032814157,9434044522,498,ISD,08-01-2025,05:17:21,Mumbai
4507,9610462327,9339983832,38,Local,22-01-2025,08:45:29,Bangalore
4508,9433567338,9933393666,52,Local,14-01-2025,03:08:38,Chennai
4509,9587696210,9037975410,75,STD,03-01-2025,14:25:03,Chennai
4510,9087496812,9852870815,397,Local,22-01-2025,00:53:48,Hyderabad
4511,9288381032,9127685448,474,Local,30-01-2025,20:26:55,Chennai
4512,9574425624,9661561114,715,ISD,08-01-2025,16:36:53,Chennai
4513,9582025826,9428699942,860,Local,16-01-2025,00:53:35,Chennai
4514,9258997683,9577926214,725,ISD,20-01-2025,08:08:58,Mumbai
4515,9975691279,9075821238,118,ISD,18-01-2025,14:12:20,Mumbai
4516,9900405002,9159054987,708,ISD,01-01-2025,01:25:13,Delhi
4517,9338239686,9442541054,755,STD,02-01-2025,13:53:47,Chennai
4518,9429156886,9745209151,403,Local,17-01-2025,03:14:44,Mumbai
4519,9083718368,9842177812,421,STD,29-01-2025,22:17:50,Mumbai
4520,9691628415,9904198907,862,ISD,08-01-2025,18:44:43,Bangalore
4521,9557029272,9217994263,982,STD,21-01-2025,07:25:52,Delhi
4522,9063331067,9743518201,677,STD,10-01-2025,18:36:24,Chennai
4523,9442450469,9577524063,382,STD,09-01-2025,16:00:50,Bangalore
4524,9078099579,9553293427,292,STD,03-01-2025,20:05:28,Hyderabad
4525,9208750086,9820359340,580,Local,05-01-2025,09:17:53,Delhi
4526,9946116335,9471000305,614,ISD,21-01-2025,18:55:54,Hyderabad
4527,9594527880,9483778414,895,STD,11-01-2025,18:53:54,Delhi
4528,9343419516,9243645057,824,STD,07-01-2025,16:58:07,Delhi
4529,9627312523,9721850607,794,STD,14-01-2025,17:43:02,Chennai
4530,9882001869,9062116878,276,ISD,10-01-2025,17:46:48,Bangalore
4531,9813766640,9770909731,681,STD,21-01-2025,02:12:51,Chennai
4532,9387715411,9388636965,744,ISD,18-01-2025,10:33:40,Mumbai
4533,9018928044,9753300079,539,Local,17-01-2025,06:27:12,Delhi
4534,9391150208,9074657768,734,STD,06-01-2025,01:41:07,Mumbai
4535,9687161091,9609980624,479,Local,04-01-2025,20:26:22,Delhi
4536,9842058116,9821339139,983,STD,11-01-2025,12:58:21,Chennai
4537,9678403724,9460045689,860,ISD,23-01-2025,03:10:06,Mumbai
4538,9106988461,9008337563,926,STD,01-01-2025,08:05:31,Bangalore
4539,9684427145,9755308889,375,STD,30-01-2025,14:41:09,Delhi
4540,9300263386,9414618649,278,Local,19-01-2025,14:48:39,Hyderabad
4541,9358349321,9512137233,354,STD,21-01-2025,02:37:22,Hyderabad
4542,9996387991,9257394081,473,STD,06-01-2025,17:38:33,Mumbai
4543,9267882050,9963616913,166,STD,15-01-2025,04:53:01,Delhi
4544,9981889248,9625504605,649,ISD,31-01-2025,13:58:45,Chennai
4545,9495773482,9374947843,129,Local,10-01-2025,07:49:20,Mumbai
4546,9086106046,9196047163,280,STD,24-01-2025,01:20:12,Bangalore
4547,9139004305,9823338696,933,STD,31-01-2025,20:25:55,Hyderabad
4548,9060150841,9195963514,990,Local,11-01-2025,03:13:10,Mumbai
4549,9722333855,9815945586,129,STD,08-01-2025,12:55:38,Delhi
4550,9943798307,9697278264,338,STD,01-01-2025,09:35:17,Mumbai
4551,9451047664,9847582805,312,Local,23-01-2025,22:31:09,Hyderabad
4552,9863898421,9797576221,977,Local,02-01-2025,08:49:38,Delhi
4553,9658355670,9818321436,959,Local,03-01-2025,02:58:50,Chennai
4554,9724418743,9430025153,945,STD,28-01-2025,03:33:26,Bangalore
4555,9374586963,9613398004,435,STD,05-01-2025,17:22:58,Mumbai
4556,9862712818,9278576642,940,STD,13-01-2025,23:38:48,Mumbai
4557,9581093873,9063167301,308,STD,07-01-2025,10:47:50,Mumbai
4558,9679108655,9228913980,444,STD,29-01-2025,20:15:19,Chennai
4559,9014562780,9046376720,635,Local,04-01-2025,00:34:58,Delhi
4560,9739202565,9353340520,16,STD,09-01-2025,20:15:19,Mumbai
4561,9263617419,9740712122,883,ISD,19-01-2025,13:21:30,Mumbai
4562,9076007902,9568611194,815,STD,18-01-2025,20:12:10,Delhi
4563,9427346229,9779522507,610,ISD,26-01-2025,10:06:05,Mumbai
4564,9209767499,9540875344,664,STD,31-01-2025,07:50:05,Delhi
4565,9789697943,9433078457,982,ISD,25-01-2025,05:06:15,Mumbai
4566,9254600259,9320100813,951,STD,05-01-2025,11:58:39,Mumbai
4567,9229552234,9012070929,787,ISD,11-01-2025,10:56:39,Mumbai
4568,9140338294,9675334759,191,STD,22-01-2025,00:12:06,Hyderabad
4569,9952985208,9728245833,608,STD,12-01-2025,01:10:07,Mumbai
4570,9886444377,9113928727,636,STD,25-01-2025,04:56:16,Hyderabad
4571,9611088218,9475579231,996,STD,25-01-2025,02:43:37,Chennai
4572,9367994250,9367630684,27,Local,08-01-2025,09:19:34,Delhi
4573,9685011040,9759980079,573,Local,15-01-2025,07:55:02,Hyderabad
4574,9001611996,9754689753,820,ISD,20-01-2025,17:42:01,Chennai
4575,9825777598,9042000373,132,ISD,31-01-2025,15:35:13,Chennai
4576,9293790347,9568067594,950,ISD,17-01-2025,14:41:54,Hyderabad
4577,9084275429,9866222413,17,ISD,29-01-2025,21:43:27,Delhi
4578,9192296545,9230851918,256,STD,31-01-2025,17:39:00,Hyderabad
4579,9601360472,9086993742,746,Local,09-01-2025,15:47:25,Bangalore
4580,9572702579,9849462664,955,Local,11-01-2025,03:58:54,Bangalore
4581,9684266058,9065287434,988,STD,18-01-2025,07:43:34,Mumbai
4582,9726289557,9456271309,560,STD,27-01-2025,02:29:38,Hyderabad
4583,9922914868,9285595336,906,STD,15-01-2025,12:20:43,Chennai
4584,9147822790,9472861958,142,Local,26-01-2025,09:19:52,Delhi
4585,9132356568,9753168792,154,ISD,10-01-2025,07:03:06,Delhi
4586,9411549789,9023950300,998,STD,31-01-2025,17:49:18,Delhi
4587,9061609056,9302220484,853,Local,22-01-2025,05:07:45,Chennai
4588,9849895945,9657063763,305,ISD,12-01-2025,22:35:52,Bangalore
4589,9638728865,9435968710,991,Local,07-01-2025,04:37:48,Mumbai
4590,9963415237,9942827636,159,Local,17-01-2025,18:03:23,Delhi
4591,9891162946,9115855418,819,Local,20-01-2025,13:45:28,Bangalore
4592,9555135481,9687929902,292,STD,12-01-2025,21:20:09,Delhi
4593,9787662962,9939642144,659,ISD,25-01-2025,19:20:32,Mumbai
4594,9166447755,9188130410,76,ISD,08-01-2025,05:10:44,Hyderabad
4595,9788887462,9586187991,717,Local,20-01-2025,14:55:24,Chennai
4596,9376051301,9840924006,13,STD,25-01-2025,23:31:17,Chennai
4597,9707158007,9371791056,97,Local,28-01-2025,01:27:43,Hyderabad
4598,9067646916,9585968874,641,Local,10-01-2025,11:35:02,Bangalore
4599,9636656775,9493915548,335,ISD,27-01-2025,20:13:05,Hyderabad
4600,9247670060,9169788004,13,STD,25-01-2025,22:06:51,Bangalore
4601,9987342310,9609712893,490,ISD,30-01-2025,18:57:31,Delhi
4602,9038362905,9797168650,27,Local,13-01-2025,18:36:55,Bangalore
4603,9555043986,9617037832,876,STD,29-01-2025,21:34:19,Delhi
4604,9517114477,9741498227,103,STD,13-01-2025,08:21:57,Mumbai
4605,9434778839,9314331612,52,STD,29-01-2025,19:17:53,Hyderabad
4606,9729530735,9732679676,433,STD,09-01-2025,22:01:11,Hyderabad
4607,9325047496,9964225703,665,ISD,06-01-2025,01:45:49,Hyderabad
4608,9383829597,9921073854,302,ISD,10-01-2025,23:36:51,Mumbai
4609,9703687270,9510155198,348,Local,27-01-2025,16:44:12,Chennai
4610,9515507038,9400042720,230,STD,25-01-2025,04:19:10,Mumbai
4611,9273358654,9953634723,795,STD,29-01-2025,03:14:50,Chennai
4612,9689107725,9718047127,453,STD,12-01-2025,18:48:00,Delhi
4613,9095788066,9739111294,987,STD,16-01-2025,19:59:47,Bangalore
4614,9822725001,9036581805,976,ISD,07-01-2025,08:05:42,Bangalore
4615,9437845199,9670826538,605,Local,06-01-2025,19:25:20,Chennai
4616,9902954428,9827301101,217,ISD,06-01-2025,22:08:38,Hyderabad
4617,9255462731,9021525969,325,STD,01-01-2025,06:10:01,Chennai
4618,9277857509,9658321577,312,ISD,08-01-2025,03:42:55,Chennai
4619,9867315218,9920425501,944,STD,30-01-2025,15:51:10,Bangalore
4620,9737781423,9022093640,772,ISD,06-01-2025,20:13:15,Bangalore
4621,9999417359,9750948701,653,STD,26-01-2025,06:22:09,Bangalore
4622,9121851298,9661420644,871,Local,13-01-2025,00:09:30,Bangalore
4623,9136734875,9283154885,413,Local,26-01-2025,09:57:28,Delhi
4624,9242087240,9091043845,26,ISD,25-01-2025,07:55:28,Delhi
4625,9755306684,9996754342,637,ISD,14-01-2025,11:00:34,Bangalore
4626,9833533913,9138596936,279,ISD,16-01-2025,18:55:53,Delhi
4627,9812220881,9388433079,211,STD,13-01-2025,01:58:39,Delhi
4628,9905017902,9075092577,421,STD,21-01-2025,15:36:51,Mumbai
4629,9618717214,9779370705,957,STD,07-01-2025,14:26:57,Delhi
4630,9737599745,9409497511,803,Local,31-01-2025,20:45:01,Bangalore
4631,9907173220,9232665945,417,STD,18-01-2025,21:44:37,Mumbai
4632,9877117305,9970661175,267,ISD,28-01-2025,09:42:24,Delhi
4633,9294906429,9453028628,923,Local,29-01-2025,22:34:46,Mumbai
4634,9353435091,9745316558,816,ISD,10-01-2025,13:35:50,Chennai
4635,9471498487,9790766790,615,ISD,01-01-2025,17:46:57,Delhi
4636,9676520608,9472367855,372,ISD,08-01-2025,00:30:16,Delhi
4637,9556038778,9293708971,465,STD,06-01-2025,02:29:45,Bangalore
4638,9425100938,9930711620,170,STD,31-01-2025,04:11:47,Chennai
4639,9692301163,9795653934,418,STD,29-01-2025,07:57:27,Delhi
4640,9934793254,9128577223,906,STD,05-01-2025,02:33:55,Mumbai
4641,9579336390,9079557146,341,Local,01-01-2025,23:50:05,Hyderabad
4642,9062470332,9968687485,154,Local,26-01-2025,17:43:50,Chennai
4643,9380424510,9705916960,302,STD,11-01-2025,14:13:58,Mumbai
4644,9172301801,9728531528,386,STD,13-01-2025,17:36:07,Delhi
4645,9922222394,9927008663,266,ISD,18-01-2025,20:36:25,Chennai
4646,9629407188,9155290160,336,Local,21-01-2025,01:44:28,Bangalore
4647,9699709020,9579752145,687,STD,06-01-2025,20:44:42,Hyderabad
4648,9362262823,9058581473,522,Local,10-01-2025,11:54:51,Hyderabad
4649,9599476417,9128665804,636,ISD,11-01-2025,17:54:10,Hyderabad
4650,9805054459,9730755786,840,Local,12-01-2025,20:10:13,Hyderabad
4651,9692102497,9217095394,114,Local,08-01-2025,21:53:23,Bangalore
4652,9260112233,9539369965,887,STD,05-01-2025,13:46:53,Delhi
4653,9047200917,9716505008,904,STD,12-01-2025,15:02:26,Chennai
4654,9215112539,9895657196,176,STD,05-01-2025,05:53:26,Bangalore
4655,9437831115,9003728786,389,STD,16-01-2025,20:59:30,Delhi
4656,9294623421,9362073869,791,Local,18-01-2025,18:11:21,Bangalore
4657,9384058598,9164735560,79,STD,21-01-2025,02:32:11,Bangalore
4658,9402987158,9170067751,641,Local,10-01-2025,00:29:03,Bangalore
4659,9597637638,9415161156,855,ISD,19-01-2025,11:42:56,Delhi
4660,9937515133,9878195647,286,STD,12-01-2025,03:16:33,Mumbai
4661,9361080293,9407817241,390,STD,21-01-2025,15:43:39,Mumbai
4662,9632842281,9353157366,837,STD,05-01-2025,16:29:10,Bangalore
4663,9601650081,9231378822,711,STD,02-01-2025,22:03:57,Delhi
4664,9254670430,9381050663,157,STD,23-01-2025,09:48:49,Delhi
4665,9544647045,9496977942,983,ISD,24-01-2025,09:33:48,Chennai
4666,9453953241,9399986995,815,STD,17-01-2025,12:15:43,Bangalore
4667,9043934026,9941402231,796,Local,31-01-2025,09:13:51,Chennai
4668,9205134745,9995252124,281,Local,26-01-2025,14:51:35,Bangalore
4669,9178435004,9904017787,950,STD,21-01-2025,23:10:11,Bangalore
4670,9807883317,9511660093,909,STD,03-01-2025,19:52:10,Bangalore
4671,9253659777,9249716580,780,Local,12-01-2025,18:10:10,Delhi
4672,9611068237,9860562865,73,ISD,31-01-2025,17:43:21,Chennai
4673,9577705244,9254076021,708,Local,19-01-2025,15:22:02,Bangalore
4674,9107985705,9270851450,558,STD,09-01-2025,06:53:45,Delhi
4675,9981785593,9331682872,181,Local,04-01-2025,14:24:42,Hyderabad
4676,9343455012,9461017675,365,Local,02-01-2025,19:35:50,Bangalore
4677,9029397750,9858682127,460,STD,27-01-2025,15:43:16,Delhi
4678,9515931633,9134321665,378,Local,05-01-2025,06:03:55,Delhi
4679,9970982767,9562165074,936,STD,31-01-2025,18:05:48,Mumbai
4680,9440700225,9605583943,422,ISD,11-01-2025,16:05:19,Chennai
4681,9189462308,9931005439,997,STD,27-01-2025,20:09:17,Mumbai
4682,9253996063,9616991012,944,ISD,13-01-2025,12:10:21,Bangalore
4683,9099329325,9360154716,876,Local,27-01-2025,18:09:42,Bangalore
4684,9614001417,9041342846,754,ISD,04-01-2025,07:31:34,Bangalore
4685,9099208098,9703861311,964,STD,02-01-2025,07:58:20,Chennai
4686,9229964389,9223173589,596,STD,09-01-2025,05:32:54,Bangalore
4687,9644158175,9586780141,436,STD,05-01-2025,04:22:38,Delhi
4688,9383544616,9225660535,191,Local,04-01-2025,02:53:53,Delhi
4689,9841338083,9767731366,831,ISD,09-01-2025,14:57:45,Chennai
4690,9632105562,9246159767,763,Local,19-01-2025,03:16:49,Chennai
4691,9485774557,9313626980,748,Local,26-01-2025,15:12:48,Chennai
4692,9392765949,9423678945,665,STD,29-01-2025,01:53:53,Delhi
4693,9728776127,9528551986,782,STD,03-01-2025,23:04:26,Chennai
4694,9257250816,9345411035,415,Local,17-01-2025,06:10:44,Bangalore
4695,9646430401,9297864882,192,Local,19-01-2025,10:15:59,Chennai
4696,9968469288,9831266109,761,Local,04-01-2025,16:52:31,Hyderabad
4697,9032946282,9092527694,419,ISD,02-01-2025,03:12:18,Hyderabad
4698,9872139091,9513022055,504,STD,02-01-2025,05:59:52,Delhi
4699,9720946267,9858835738,696,STD,15-01-2025,20:22:39,Hyderabad
4700,9795119832,9134858825,12,STD,20-01-2025,21:37:03,Bangalore
4701,9974212861,9600458330,749,Local,02-01-2025,16:34:06,Mumbai
4702,9489283553,9593086438,943,ISD,09-01-2025,17:48:07,Chennai
4703,9716008048,9142482600,438,ISD,29-01-2025,13:31:45,Delhi
4704,9503206699,9408462522,743,STD,15-01-2025,10:59:49,Bangalore
4705,9568378857,9506401269,793,Local,18-01-2025,14:52:30,Chennai
4706,9316019813,9471541842,65,STD,28-01-2025,01:10:42,Mumbai
4707,9078145292,9185733390,899,STD,03-01-2025,03:43:16,Chennai
4708,9386561879,9891071505,116,ISD,23-01-2025,14:14:15,Hyderabad
4709,9245826269,9956835049,363,STD,18-01-2025,17:49:34,Delhi
4710,9691038950,9190144127,216,Local,07-01-2025,12:50:22,Delhi
4711,9559463889,9569623268,656,STD,01-01-2025,08:01:31,Bangalore
4712,9288679322,9753307960,41,Local,03-01-2025,10:48:56,Bangalore
4713,9476842013,9550697669,463,STD,26-01-2025,09:52:43,Bangalore
4714,9060672139,9616022051,792,STD,10-01-2025,11:12:22,Delhi
4715,9928527384,9333362916,381,STD,28-01-2025,13:27:11,Delhi
4716,9411735984,9770796039,637,Local,24-01-2025,20:04:15,Delhi
4717,9040434331,9785891863,209,STD,10-01-2025,07:50:05,Chennai
4718,9403808895,9347814918,525,STD,05-01-2025,03:46:20,Hyderabad
4719,9520136958,9008508493,393,Local,03-01-2025,22:33:43,Delhi
4720,9972236169,9209993110,41,ISD,26-01-2025,17:20:55,Bangalore
4721,9794421343,9724407421,798,STD,28-01-2025,21:57:00,Hyderabad
4722,9718574863,9039069158,490,ISD,11-01-2025,09:47:10,Mumbai
4723,9419971022,9076555220,666,Local,23-01-2025,05:02:42,Bangalore
4724,9034951228,9067407332,723,ISD,22-01-2025,19:41:14,Mumbai
4725,9791057298,9237877786,94,STD,03-01-2025,01:10:38,Chennai
4726,9029179171,9310154226,682,ISD,13-01-2025,06:52:57,Bangalore
4727,9696753005,9282737430,820,Local,24-01-2025,03:56:36,Chennai
4728,9837263947,9324534548,181,STD,15-01-2025,18:03:50,Bangalore
4729,9047295279,9345889788,284,ISD,08-01-2025,13:52:36,Chennai
4730,9871479763,9235929492,559,ISD,04-01-2025,10:36:29,Chennai
4731,9319147534,9923548764,653,ISD,27-01-2025,19:04:26,Bangalore
4732,9881703407,9069446563,876,Local,19-01-2025,10:40:57,Delhi
4733,9047519774,9616316136,341,Local,05-01-2025,18:18:52,Chennai
4734,9601944253,9226695981,374,STD,03-01-2025,17:04:34,Bangalore
4735,9045977924,9374736419,471,STD,16-01-2025,03:21:29,Bangalore
4736,9939173422,9992377868,332,STD,14-01-2025,09:10:04,Delhi
4737,9764548480,9221905829,798,STD,06-01-2025,05:50:57,Delhi
4738,9752647515,9292219314,102,STD,29-01-2025,01:51:59,Chennai
4739,9090871774,9092085549,226,Local,28-01-2025,16:18:52,Delhi
4740,9190546240,9852019043,848,Local,02-01-2025,15:54:07,Delhi
4741,9640535546,9979576106,138,STD,01-01-2025,08:05:25,Hyderabad
4742,9339603876,9846696872,638,Local,25-01-2025,21:42:47,Hyderabad
4743,9845540946,9177366238,971,STD,11-01-2025,12:50:02,Delhi
4744,9971334296,9642615027,465,STD,08-01-2025,16:46:17,Mumbai
4745,9269473511,9114763245,362,ISD,02-01-2025,19:57:52,Mumbai
4746,9828392494,9972919500,571,ISD,10-01-2025,17:27:42,Chennai
4747,9536105176,9050505259,832,ISD,14-01-2025,21:37:58,Bangalore
4748,9125745693,9542103302,38,ISD,23-01-2025,16:01:36,Bangalore
4749,9359075178,9535809394,58,STD,04-01-2025,12:49:35,Chennai
4750,9399884896,9611694149,299,STD,02-01-2025,17:36:56,Mumbai
4751,9046297555,9539804229,619,STD,25-01-2025,12:36:34,Chennai
4752,9535110892,9703860280,158,Local,23-01-2025,22:05:12,Chennai
4753,9316046903,9509184278,995,Local,17-01-2025,18:05:48,Mumbai
4754,9335131833,9275205726,998,ISD,04-01-2025,19:49:27,Chennai
4755,9046708145,9531726390,107,STD,11-01-2025,01:39:57,Bangalore
4756,9109825832,9108107018,140,Local,27-01-2025,16:29:00,Mumbai
4757,9227766045,9424607827,150,Local,25-01-2025,09:51:16,Delhi
4758,9822876162,9869789420,642,ISD,29-01-2025,05:27:25,Chennai
4759,9847514336,9302731035,881,Local,07-01-2025,12:55:36,Mumbai
4760,9736574425,9631720208,658,STD,15-01-2025,00:57:24,Bangalore
4761,9005823243,9780987037,313,STD,02-01-2025,03:30:50,Hyderabad
4762,9913245919,9802737119,703,ISD,23-01-2025,21:06:06,Delhi
4763,9422258351,9536740336,396,ISD,18-01-2025,15:56:51,Hyderabad
4764,9405356173,9252463959,512,STD,29-01-2025,05:40:28,Chennai
4765,9800276894,9694859746,403,STD,05-01-2025,02:40:52,Hyderabad
4766,9557690340,9788615958,168,ISD,23-01-2025,07:59:49,Mumbai
4767,9943132498,9470873731,510,STD,11-01-2025,13:01:01,Mumbai
4768,9789747353,9644879879,906,ISD,22-01-2025,22:27:58,Mumbai
4769,9545223896,9185499173,876,STD,02-01-2025,06:49:36,Delhi
4770,9536452416,9176938357,831,ISD,15-01-2025,16:51:50,Hyderabad
4771,9538959826,9148240956,262,Local,15-01-2025,14:51:09,Chennai
4772,9651808316,9430152052,553,ISD,22-01-2025,01:16:32,Chennai
4773,9106086596,9153499220,137,Local,22-01-2025,15:07:03,Mumbai
4774,9687821223,9234494107,942,ISD,04-01-2025,04:50:29,Mumbai
4775,9435962298,9052720706,262,ISD,18-01-2025,16:47:00,Bangalore
4776,9782921541,9235773607,429,Local,16-01-2025,22:43:30,Delhi
4777,9449276472,9250911932,604,ISD,23-01-2025,10:20:45,Delhi
